大分類,中分類,小分類,細分類,職業コード,職業
A 管理的職業
,,622 窯業製品検査工,,622,窯業製品検査工
,,,622-01 ガラス製品検査工,622-01,ガラス製品検査工
,,,622-99 他に分類されない窯業製品検査工,622-99,他に分類されない窯業製品検査工
,,623 食料品検査工,,623,食料品検査工
,,,623-01 食料品検査工,623-01,食料品検査工
,,624 飲料・たばこ検査工,,624,飲料・たばこ検査工
,,,624-01 飲料・たばこ検査工,624-01,飲料・たばこ検査工
,,625 紡織・衣服・繊維製品検査工,,625,紡織・衣服・繊維製品検査工
,,,625-01 紡織製品検査工,625-01,紡織製品検査工
,,,625-02 衣服・繊維製品検査工,625-02,衣服・繊維製品検査工
,,626 木製製品・パルプ・紙・紙製品検査工,,626,木製製品・パルプ・紙・紙製品検査工
,,,626-01 木製製品検査工,626-01,木製製品検査工
,,,626-02 パルプ・紙・紙製品検査工,626-02,パルプ・紙・紙製品検査工
,,627 印刷・製本検査工,,627,印刷・製本検査工
,,,627-01 印刷・製本検査工,627-01,印刷・製本検査工
,,628 ゴム・プラスチック製品検査工,,628,ゴム・プラスチック製品検査工
,,,628-01 ゴム・プラスチック製品検査工,628-01,ゴム・プラスチック製品検査工
,,629 その他の製品検査の職業（金属材料製造、金属加工、金属溶接・溶断を除く）,,629,その他の製品検査の職業（金属材料製造、金属加工、金属溶接・溶断を除く）
,,,629-99 その他の製品検査の職業（金属材料製造、金属加工、金属溶接・溶断を除く）,629-99,その他の製品検査の職業（金属材料製造、金属加工、金属溶接・溶断を除く）
,63 機械検査の職業,,,63,機械検査の職業
,,631 一般機械器具検査工,,631,一般機械器具検査工
,,,631-01 一般機械器具検査工,631-01,一般機械器具検査工
,,632 電気機械器具検査工,,632,電気機械器具検査工
,,,632-01 電気機械器具検査工,632-01,電気機械器具検査工
,,633 自動車検査工,,633,自動車検査工
,,,633-01 自動車検査工,633-01,自動車検査工
,,634 輸送用機械器具検査工（自動車を除く）,,634,輸送用機械器具検査工（自動車を除く）
,,,634-01 輸送用機械器具検査工（自動車を除く）,634-01,輸送用機械器具検査工（自動車を除く）
,,635 計量計測機器・光学機械器具検査工,,635,計量計測機器・光学機械器具検査工
,,,635-01 計量計測機器・光学機械器具検査工,635-01,計量計測機器・光学機械器具検査工
,64 生産関連・生産類似の職業,,,64,生産関連・生産類似の職業
,,641 塗装工,,641,塗装工
,,,641-01 木工塗装工,641-01,木工塗装工
,,,641-02 金属塗装工,641-02,金属塗装工
,,,641-03 建築塗装工,641-03,建築塗装工
,,,641-98 塗装工見習,641-98,塗装工見習
,,,641-99 他に分類されない塗装工,641-99,他に分類されない塗装工
,,642 画工、看板制作工,,642,画工、看板制作工
,,,642-01 画工,642-01,画工
,,,642-02 看板制作工,642-02,看板制作工
,,643 製図工,,643,製図工
,,,643-01 建築製図工,643-01,建築製図工
,,,643-02 機械製図工,643-02,機械製図工
,,,643-03 電気・電子製図工,643-03,電気・電子製図工
,,644 パタンナー,,644,パタンナー
,,,644-01 パタンナー,644-01,パタンナー
,,649 その他の生産関連・生産類似の職業,,649,その他の生産関連・生産類似の職業
,,,649-01 写真工,649-01,写真工
,,,649-02 写図工,649-02,写図工
,,,649-03 現図工,649-03,現図工
,,,649-04 映写技師,649-04,映写技師
,,,649-99 他に分類されない生産関連・生産類似の職業,649-99,他に分類されない生産関連・生産類似の職業
大分類,中分類,小分類,細分類,職業コード,職業
I 輸送・機械運転の職業
,65 鉄道運転の職業,,,65,鉄道運転の職業
,,651 電車運転士,,651,電車運転士
,,,651-01 電車運転士,651-01,電車運転士
,,659 その他の鉄道運転の職業,,659,その他の鉄道運転の職業
,,,659-01 鉄道機関士,659-01,鉄道機関士
,,,659-99 他に分類されない鉄道運転の職業,659-99,他に分類されない鉄道運転の職業
,66 自動車運転の職業,,,66,自動車運転の職業
,,661 バス運転手,,661,バス運転手
,,,661-01 路線バス運転手,661-01,路線バス運転手
,,,661-02 貸切バス運転手,661-02,貸切バス運転手
,,,661-03 送迎バス運転手,661-03,送迎バス運転手
,,662 乗用自動車運転手,,662,乗用自動車運転手
,,,662-01 自家用乗用自動車運転手,662-01,自家用乗用自動車運転手
,,,662-02 営業用乗用自動車運転手,662-02,営業用乗用自動車運転手
,,,662-03 自家用乗用自動車運転代行人,662-03,自家用乗用自動車運転代行人
,,663 貨物自動車運転手,,663,貨物自動車運転手
,,,663-01 トラック運転手,663-01,トラック運転手
,,,663-02 トレーラートラック運転手,663-02,トレーラートラック運転手
,,,663-03 コンクリートミキサー車運転手,663-03,コンクリートミキサー車運転手
,,,663-04 ダンプカー運転手,663-04,ダンプカー運転手
,,,663-05 タンクローリー運転手,663-05,タンクローリー運転手
,,,663-06 ごみ収集車運転手,663-06,ごみ収集車運転手
,,,663-07 自動車陸送員,663-07,自動車陸送員
,,,663-99 他に分類されない貨物自動車運転手,663-99,他に分類されない貨物自動車運転手
,,669 その他の自動車運転の職業,,669,その他の自動車運転の職業
,,,669-99 その他の自動車運転の職業,669-99,その他の自動車運転の職業
,67 船舶・航空機運転の職業,,,67,船舶・航空機運転の職業
,,671 船長（漁労船を除く）,,671,船長（漁労船を除く）
,,,671-01 貨客船船長,671-01,貨客船船長
,,,671-02 作業船船長,671-02,作業船船長
,,,671-99 他に分類されない船長（漁労船を除く）,671-99,他に分類されない船長（漁労船を除く）
,,672 航海士・運航士（漁労船を除く）、水先人,,672,航海士・運航士（漁労船を除く）、水先人
,,,672-01 航海士・運航士（漁労船を除く）、水先人,672-01,航海士・運航士（漁労船を除く）、水先人
,,673 船舶機関長・機関士（漁労船を除く）,,673,船舶機関長・機関士（漁労船を除く）
,,,673-01 船舶機関長・機関士（漁労船を除く）,673-01,船舶機関長・機関士（漁労船を除く）
,,674 航空機操縦士,,674,航空機操縦士
,,,674-01 航空機操縦士,674-01,航空機操縦士
,68 その他の輸送の職業,,,68,その他の輸送の職業
,,681 車掌,,681,車掌
,,,681-01 鉄道車掌,681-01,鉄道車掌
,,,681-02 バスガイド,681-02,バスガイド
,,682 駅構内係,,682,駅構内係
,,,682-01 駅構内係,682-01,駅構内係
,,683 甲板員、船舶機関員,,683,甲板員、船舶機関員
,,,683-01 甲板員,683-01,甲板員
,,,683-02 船舶機関員,683-02,船舶機関員
,,684 フォークリフト運転作業員,,684,フォークリフト運転作業員
,,,684-01 フォークリフト運転作業員,684-01,フォークリフト運転作業員
,,689 他に分類されない輸送の職業,,689,他に分類されない輸送の職業
,,,689-01 小型船舶運転者,689-01,小型船舶運転者
,,,689-99 他に分類されないその他の輸送の職業,689-99,他に分類されないその他の輸送の職業
,69 定置・建設機械運転の職業,,,69,定置・建設機械運転の職業
,,691 発電員、変電員,,691,発電員、変電員
,,,691-01 発電・送電員,691-01,発電・送電員
,,,691-02 変電・配電員,691-02,変電・配電員
,,,691-03 自家用電気係員,691-03,自家用電気係員
,,692 ボイラーオペレーター,,692,ボイラーオペレーター
,,,692-01 ボイラーオペレーター,692-01,ボイラーオペレーター
,,693 クレーン・巻上機運転工,,693,クレーン・巻上機運転工
,,,693-01 クレーン運転工,693-01,クレーン運転工
,,,693-02 巻上機・コンベア運転工,693-02,巻上機・コンベア運転工
,,694 ポンプ・送風機・圧縮機運転工,,694,ポンプ・送風機・圧縮機運転工
,,,694-01 ポンプ・送風機・圧縮機運転工,694-01,ポンプ・送風機・圧縮機運転工
,,695 建設機械運転工,,695,建設機械運転工
,,,695-01 建設用機械車両運転工,695-01,建設用機械車両運転工
,,,695-02 舗装機械運転工,695-02,舗装機械運転工
,,,695-03 さく井・ボーリング機械運転工,695-03,さく井・ボーリング機械運転工
,,,695-99 他に分類されない建設機械運転工,695-99,他に分類されない建設機械運転工
,,696 玉掛作業員,,696,玉掛作業員
,,,696-01 玉掛作業員,696-01,玉掛作業員
,,697 ビル設備管理員,,697,ビル設備管理員
,,,697-01 ビル設備管理員,697-01,ビル設備管理員
,,699 その他の定置・建設機械運転の職業,,699,その他の定置・建設機械運転の職業
,,,699-01 冷凍機運転工,699-01,冷凍機運転工
,,,699-02 ケーブル機関運転工,699-02,ケーブル機関運転工
,,,699-99 他に分類されない定置・建設機械運転の職業,699-99,他に分類されない定置・建設機械運転の職業
大分類,中分類,小分類,細分類,職業コード,職業
J 建設・採掘の職業
,70 建設躯体工事の職業,,,70,建設躯体工事の職業
,,701 型枠大工,,701,型枠大工
,,,701-01 型枠大工,701-01,型枠大工
,,702 とび工,,702,とび工
,,,702-01 建築とび工,702-01,建築とび工
,,,702-02 取りこわし作業員,702-02,取りこわし作業員
,,,702-98 とび工見習,702-98,とび工見習
,,703 鉄筋工,,703,鉄筋工
,,,703-01 土木鉄筋工,703-01,土木鉄筋工
,,,703-02 建築鉄筋工,703-02,建築鉄筋工
,71 建設の職業（建設躯体工事の職業を除く）,,,71,建設の職業（建設躯体工事の職業を除く）
,,711 大工,,711,大工
,,,711-01 建築大工,711-01,建築大工
,,,711-98 大工見習,711-98,大工見習
,,,711-99 他に分類されない大工,711-99,他に分類されない大工
,,712 ブロック積工、タイル張工,,712,ブロック積工、タイル張工
,,,712-01 ブロック積工,712-01,ブロック積工
,,,712-02 れんが積工,712-02,れんが積工
,,,712-03 タイル張工,712-03,タイル張工
,,,712-04 石張工,712-04,石張工
,,,712-98 ブロック積工見習、タイル張工見習,712-98,ブロック積工見習、タイル張工見習
,,713 屋根ふき工,,713,屋根ふき工
,,,713-01 かわらふき工,713-01,かわらふき工
,,,713-98 屋根ふき工見習,713-98,屋根ふき工見習
,,,713-99 他に分類されない屋根ふき工,713-99,他に分類されない屋根ふき工
,,714 左官,,714,左官
,,,714-01 左官,714-01,左官
,,,714-98 左官見習,714-98,左官見習
,,715 畳工,,715,畳工
,,,715-01 畳工,715-01,畳工
,,,715-98 畳工見習,715-98,畳工見習
,,716 配管工,,716,配管工
,,,716-01 配管工,716-01,配管工
,,,716-98 配管工見習,716-98,配管工見習
,,717 内装工,,717,内装工
,,,717-01 金属建具取付工,717-01,金属建具取付工
,,,717-02 建具ガラス取付工,717-02,建具ガラス取付工
,,,717-03 内装仕上工,717-03,内装仕上工
,,718 防水工,,718,防水工
,,,718-01 防水工,718-01,防水工
,,719 その他の建設の職業,,719,その他の建設の職業
,,,719-01 潜水作業員,719-01,潜水作業員
,,,719-02 熱絶縁工,719-02,熱絶縁工
,,,719-03 測量作業員,719-03,測量作業員
,,,719-04 住宅水回り設備取付工,719-04,住宅水回り設備取付工
,,,719-05 水道工事検査員,719-05,水道工事検査員
,,,719-99 他に分類されない建設の職業,719-99,他に分類されない建設の職業
,72 電気工事の職業,,,72,電気工事の職業
,,721 送電線架線・敷設作業員,,721,送電線架線・敷設作業員
,,,721-01 送電線架線・敷設作業員,721-01,送電線架線・敷設作業員
,,722 配電線架線・敷設作業員,,722,配電線架線・敷設作業員
,,,722-01 配電線架線・敷設作業員,722-01,配電線架線・敷設作業員
,,723 通信線架線・敷設作業員,,723,通信線架線・敷設作業員
,,,723-01 通信線架線・敷設作業員,723-01,通信線架線・敷設作業員
,,724 電気通信設備作業員,,724,電気通信設備作業員
,,,724-01 放送装置据付・保守作業員,724-01,放送装置据付・保守作業員
,,,724-02 通信装置据付・保守作業員,724-02,通信装置据付・保守作業員
,,,724-03 電話装置据付・保守作業員,724-03,電話装置据付・保守作業員
,,725 電気工事作業員,,725,電気工事作業員
,,,725-01 電気配線工事作業員,725-01,電気配線工事作業員
,,,725-02 電気工事検査員,725-02,電気工事検査員
,,,725-03 産業用電気機械・装置据付作業員,725-03,産業用電気機械・装置据付作業員
,,,725-99 他に分類されない電気工事作業員,725-99,他に分類されない電気工事作業員
,73 土木の職業,,,73,土木の職業
,,731 土木作業員,,731,土木作業員
,,,731-01 建設・土木作業員,731-01,建設・土木作業員
,,,731-02 舗装作業員,731-02,舗装作業員
,,732 鉄道線路工事作業員,,732,鉄道線路工事作業員
,,,732-01 鉄道線路工事作業員,732-01,鉄道線路工事作業員
,,733 ダム・トンネル掘削作業員,,733,ダム・トンネル掘削作業員
,,,733-01 ダム・トンネル掘削作業員,733-01,ダム・トンネル掘削作業員
,74 採掘の職業,,,74,採掘の職業
,,741 採鉱員,,741,採鉱員
,,,741-01 採鉱員,741-01,採鉱員
,,742 石切出作業員,,742,石切出作業員
,,,742-01 石切出作業員,742-01,石切出作業員
,,743 じゃり・砂・粘土採取作業員,,743,じゃり・砂・粘土採取作業員
,,,743-01 じゃり・砂・粘土採取作業員,743-01,じゃり・砂・粘土採取作業員
,,749 その他の採掘の職業,,749,その他の採掘の職業
,,,749-01 支柱員,749-01,支柱員
,,,749-99 他に分類されない採掘の職業,749-99,他に分類されない採掘の職業
大分類,中分類,小分類,細分類,職業コード,職業
K 運搬・清掃・包装等の職業
,75 運搬の職業,,,75,運搬の職業
,,751 郵便集配員、電報配達員,,751,郵便集配員、電報配達員
,,,751-01 郵便集配員、電報配達員,751-01,郵便集配員、電報配達員
,,752 港湾荷役作業員,,752,港湾荷役作業員
,,,752-01 港湾荷役作業員,752-01,港湾荷役作業員
,,753 陸上荷役・運搬作業員,,753,陸上荷役・運搬作業員
,,,753-01 運搬作業員,753-01,運搬作業員
,,,753-02 積卸作業員,753-02,積卸作業員
,,,753-03 引越作業員,753-03,引越作業員
,,754 倉庫作業員,,754,倉庫作業員
,,,754-01 倉庫作業員（冷蔵倉庫を除く）,754-01,倉庫作業員（冷蔵倉庫を除く）
,,,754-02 冷蔵倉庫作業員,754-02,冷蔵倉庫作業員
,,755 配達員,,755,配達員
,,,755-01 荷物配達員,755-01,荷物配達員
,,,755-02 ルート集配員,755-02,ルート集配員
,,,755-03 新聞配達員,755-03,新聞配達員
,,,755-04 自動販売機商品補充員,755-04,自動販売機商品補充員
,,756 荷造作業員,,756,荷造作業員
,,,756-01 荷造作業員,756-01,荷造作業員
,76 清掃の職業,,,76,清掃の職業
,,761 ビル・建物清掃員,,761,ビル・建物清掃員
,,,761-01 ビル・建物清掃員,761-01,ビル・建物清掃員
,,762 ハウスクリーニング作業員,,762,ハウスクリーニング作業員
,,,762-01 ハウスクリーニング作業員,762-01,ハウスクリーニング作業員
,,763 道路・公園清掃員,,763,道路・公園清掃員
,,,763-01 道路清掃員,763-01,道路清掃員
,,,763-02 公園清掃員,763-02,公園清掃員
,,764 ごみ収集・し尿汲取作業員,,764,ごみ収集・し尿汲取作業員
,,,764-01 ごみ収集作業員,764-01,ごみ収集作業員
,,,764-02 し尿汲取作業員,764-02,し尿汲取作業員
,,765 産業廃棄物収集作業員,,765,産業廃棄物収集作業員
,,,765-01 産業廃棄物収集作業員,765-01,産業廃棄物収集作業員
,,769 その他の清掃の職業,,769,その他の清掃の職業
,,,769-01 産業洗浄員,769-01,産業洗浄員
,,,769-02 消毒・害虫防除作業員,769-02,消毒・害虫防除作業員
,,,769-03 乗物内清掃員,769-03,乗物内清掃員
,,,769-04 浄化槽清掃員,769-04,浄化槽清掃員
,,,769-99 他に分類されない清掃の職業,769-99,他に分類されない清掃の職業
,77 包装の職業,,,77,包装の職業
,,771 製品包装作業員,,771,製品包装作業員
,,,771-01 製品包装作業員,771-01,製品包装作業員
,,779 その他の包装の職業,,779,その他の包装の職業
,,,779-01 ラベル・シール貼付作業員,779-01,ラベル・シール貼付作業員
,,,779-99 他に分類されない包装の職業,779-99,他に分類されない包装の職業
,78 その他の運搬・清掃・包装等の職業,,,78,その他の運搬・清掃・包装等の職業
,,781 選別作業員,,781,選別作業員
,,,781-01 原材料選別作業員,781-01,原材料選別作業員
,,,781-02 商品取集め作業員,781-02,商品取集め作業員
,,,781-03 青果選別作業員,781-03,青果選別作業員
,,,781-04 洗たく物荷分け作業員,781-04,洗たく物荷分け作業員
,,,781-99 他に分類されない選別作業員,781-99,他に分類されない選別作業員
,,782 軽作業員,,782,軽作業員
,,,782-01 工場労務作業員,782-01,工場労務作業員
,,,782-02 建設現場労務作業員,782-02,建設現場労務作業員
,,,782-03 小売店作業員,782-03,小売店作業員
,,,782-04 病院作業員,782-04,病院作業員
,,,782-05 旅館作業員,782-05,旅館作業員
,,,782-06 食堂作業員,782-06,食堂作業員
,,,782-07 会場設営作業員,782-07,会場設営作業員
,,,782-08 用務員,782-08,用務員
,,789 他に分類されない運搬・清掃・包装等の職業,,789,他に分類されない運搬・清掃・包装等の職業
,,,789-01 公園・ゴルフ場・競技場整備員,789-01,公園・ゴルフ場・競技場整備員
,,,789-99 他に分類されないその他の運搬・清掃・包装等の職業,789-99,他に分類されないその他の運搬・清掃・包装等の職業
