大分類,中分類,小分類,細分類,職業コード,職業
A 管理的職業
,,,351-01 家政婦（夫）、家事手伝,351-01,家政婦（夫）、家事手伝
,,359 その他の家庭生活支援サービスの職業,,359,その他の家庭生活支援サービスの職業
,,,359-01 ベビーシッター,359-01,ベビーシッター
,,,359-99 他に分類されない家庭生活支援サービスの職業,359-99,他に分類されない家庭生活支援サービスの職業
,36 介護サービスの職業,,,36,介護サービスの職業
,,361 施設介護員,,361,施設介護員
,,,361-01 施設介護員,361-01,施設介護員
,,362 訪問介護職,,362,訪問介護職
,,,362-01 訪問介護員,362-01,訪問介護員
,,,362-02 訪問入浴介助員,362-02,訪問入浴介助員
,37 保健医療サービスの職業,,,37,保健医療サービスの職業
,,371 看護助手,,371,看護助手
,,,371-01 看護助手,371-01,看護助手
,,372 歯科助手,,372,歯科助手
,,,372-01 歯科助手,372-01,歯科助手
,,379 その他の保健医療サービスの職業,,379,その他の保健医療サービスの職業
,,,379-01 動物病院助手,379-01,動物病院助手
,,,379-99 他に分類されない保健医療サービスの職業,379-99,他に分類されない保健医療サービスの職業
,38 生活衛生サービスの職業,,,38,生活衛生サービスの職業
,,381 理容師,,381,理容師
,,,381-01 理容師,381-01,理容師
,,382 美容師,,382,美容師
,,,382-01 美容師,382-01,美容師
,,383 美容サービス職,,383,美容サービス職
,,,383-01 着付師,383-01,着付師
,,,383-02 エステティシャン,383-02,エステティシャン
,,,383-03 ネイリスト,383-03,ネイリスト
,,,383-99 他に分類されない美容サービス職,383-99,他に分類されない美容サービス職
,,384 浴場従事人,,384,浴場従事人
,,,384-01 浴場従事人,384-01,浴場従事人
,,385 クリーニング職,,385,クリーニング職
,,,385-01 クリーニング工,385-01,クリーニング工
,,,385-02 クリーニング仕上工,385-02,クリーニング仕上工
,,389 その他の生活衛生サービスの職業,,389,その他の生活衛生サービスの職業
,,,389-01 洗張職,389-01,洗張職
,,,389-97 理容師・美容師補助者,389-97,理容師・美容師補助者
,39 飲食物調理の職業,,,39,飲食物調理の職業
,,391 調理人,,391,調理人
,,,391-01 日本料理調理人,391-01,日本料理調理人
,,,391-02 すし職人,391-02,すし職人
,,,391-03 西洋料理調理人,391-03,西洋料理調理人
,,,391-04 中華料理調理人,391-04,中華料理調理人
,,,391-05 給食調理人,391-05,給食調理人
,,,391-97 調理補助者,391-97,調理補助者
,,,391-98 調理人見習,391-98,調理人見習
,,,391-99 他に分類されない調理人,391-99,他に分類されない調理人
,,392 バーテンダー,,392,バーテンダー
,,,392-01 バーテンダー,392-01,バーテンダー
,40 接客・給仕の職業,,,40,接客・給仕の職業
,,401 飲食店主・店長,,401,飲食店主・店長
,,,401-01 レストラン店長,401-01,レストラン店長
,,,401-99 他に分類されない飲食店主・店長,401-99,他に分類されない飲食店主・店長
,,402 旅館・ホテル支配人,,402,旅館・ホテル支配人
,,,402-01 旅館・ホテル支配人,402-01,旅館・ホテル支配人
,,403 飲食物給仕係,,403,飲食物給仕係
,,,403-01 配ぜん人,403-01,配ぜん人
,,,403-02 ウエイター・ウエイトレス（飲食店ホール係）,403-02,ウエイター・ウエイトレス（飲食店ホール係）
,,,403-03 ソムリエ,403-03,ソムリエ
,,404 旅館・ホテル・乗物接客員,,404,旅館・ホテル・乗物接客員
,,,404-01 旅館・ホテルフロント係,404-01,旅館・ホテルフロント係
,,,404-02 旅館・ホテル接客係,404-02,旅館・ホテル接客係
,,,404-03 旅館・ホテル客室係,404-03,旅館・ホテル客室係
,,,404-04 乗物客室係,404-04,乗物客室係
,,405 接客社交係、芸者、ダンサー,,405,接客社交係、芸者、ダンサー
,,,405-01 接客社交係,405-01,接客社交係
,,,405-02 芸者、ダンサー,405-02,芸者、ダンサー
,,406 娯楽場等接客員,,406,娯楽場等接客員
,,,406-01 娯楽場等支配人,406-01,娯楽場等支配人
,,,406-02 娯楽場等接客係,406-02,娯楽場等接客係
,,,406-03 娯楽場等遊戯施設係,406-03,娯楽場等遊戯施設係
,,,406-04 スポーツ施設係,406-04,スポーツ施設係
,,,406-05 キャディ,406-05,キャディ
,,409 その他の接客・給仕の職業,,409,その他の接客・給仕の職業
,,,409-99 その他の接客・給仕の職業,409-99,その他の接客・給仕の職業
,41 居住施設・ビル等の管理の職業,,,41,居住施設・ビル等の管理の職業
,,411 マンション・アパート・下宿管理人,,411,マンション・アパート・下宿管理人
,,,411-01 マンション・アパート・下宿管理人,411-01,マンション・アパート・下宿管理人
,,412 寄宿舎・寮管理人,,412,寄宿舎・寮管理人
,,,412-01 寄宿舎・寮管理人,412-01,寄宿舎・寮管理人
,,413 ビル管理人,,413,ビル管理人
,,,413-01 ビル管理人,413-01,ビル管理人
,,414 駐車場・駐輪場管理人,,414,駐車場・駐輪場管理人
,,,414-01 駐車場・駐輪場管理人,414-01,駐車場・駐輪場管理人
,,419 その他の居住施設・ビル等の管理の職業,,419,その他の居住施設・ビル等の管理の職業
,,,419-01 別荘管理人,419-01,別荘管理人
,,,419-99 他に分類されない居住施設・ビル等の管理の職業,419-99,他に分類されない居住施設・ビル等の管理の職業
,42 その他のサービスの職業,,,42,その他のサービスの職業
,,421 添乗員、観光案内人,,421,添乗員、観光案内人
,,,421-01 添乗員,421-01,添乗員
,,,421-02 観光案内人,421-02,観光案内人
,,422 物品一時預り人,,422,物品一時預り人
,,,422-01 物品一時預り人,422-01,物品一時預り人
,,423 物品賃貸人,,423,物品賃貸人
,,,423-01 物品賃貸人,423-01,物品賃貸人
,,424 広告宣伝人,,424,広告宣伝人
,,,424-01 広告宣伝員,424-01,広告宣伝員
,,,424-02 チラシ配布員,424-02,チラシ配布員
,,425 葬儀師、火葬係,,425,葬儀師、火葬係
,,,425-01 葬儀師,425-01,葬儀師
,,,425-02 火葬係,425-02,火葬係
,,426 トリマー,,426,トリマー
,,,426-01 トリマー,426-01,トリマー
,,429 他に分類されないサービスの職業,,429,他に分類されないサービスの職業
,,,429-01 ポーター,429-01,ポーター
,,,429-02 学童保育指導員,429-02,学童保育指導員
,,,429-03 カイロプラクティック・アロマセラピー等従事人,429-03,カイロプラクティック・アロマセラピー等従事人
,,,429-99 他に分類されないその他のサービスの職業,429-99,他に分類されないその他のサービスの職業
大分類,中分類,小分類,細分類,職業コード,職業
F 保安の職業
,43 自衛官,,,43,自衛官
,,431 自衛官,,431,自衛官
,,,431-01 自衛官,431-01,自衛官
,44 司法警察職員,,,44,司法警察職員
,,441 警察官,,441,警察官
,,,441-01 警察官,441-01,警察官
,,442 海上保安官,,442,海上保安官
,,,442-01 海上保安官,442-01,海上保安官
,,449 その他の司法警察職員,,449,その他の司法警察職員
,,,449-99 その他の司法警察職員,449-99,その他の司法警察職員
,45 その他の保安の職業,,,45,その他の保安の職業
,,451 看守,,451,看守
,,,451-01 看守,451-01,看守
,,452 消防員,,452,消防員
,,,452-01 消防員,452-01,消防員
,,453 警備員,,453,警備員
,,,453-01 施設警備員,453-01,施設警備員
,,,453-99 他に分類されない警備員,453-99,他に分類されない警備員
,,459 他に分類されない保安の職業,,459,他に分類されない保安の職業
,,,459-01 道路管理員,459-01,道路管理員
,,,459-02 道路交通誘導員,459-02,道路交通誘導員
,,,459-03 雑踏警備員,459-03,雑踏警備員
,,,459-04 プール・海水浴場監視員,459-04,プール・海水浴場監視員
,,,459-99 他に分類されないその他の保安の職業,459-99,他に分類されないその他の保安の職業
大分類,中分類,小分類,細分類,職業コード,職業
G 農林漁業の職業
,46 農業の職業,,,46,農業の職業
,,461 農耕作業員,,461,農耕作業員
,,,461-01 稲作・畑作作業員,461-01,稲作・畑作作業員
,,,461-02 園芸・工芸作物栽培作業員,461-02,園芸・工芸作物栽培作業員
,,,461-03 きのこ栽培作業員,461-03,きのこ栽培作業員
,,,461-04 ハウス野菜栽培作業員,461-04,ハウス野菜栽培作業員
,,,461-99 他に分類されない農耕作業員,461-99,他に分類されない農耕作業員
,,462 養畜作業員,,462,養畜作業員
,,,462-01 肉牛・乳牛飼育作業員,462-01,肉牛・乳牛飼育作業員
,,,462-02 養豚作業員,462-02,養豚作業員
,,,462-03 養鶏作業員,462-03,養鶏作業員
,,,462-04 動物飼育係,462-04,動物飼育係
,,,462-05 きゅう務員,462-05,きゅう務員
,,,462-06 養蚕作業員,462-06,養蚕作業員
,,,462-99 他に分類されない養畜作業員,462-99,他に分類されない養畜作業員
,,463 植木職、造園師,,463,植木職、造園師
,,,463-01 植木職,463-01,植木職
,,,463-02 造園師,463-02,造園師
,,,463-98 植木職見習、造園師見習,463-98,植木職見習、造園師見習
,,469 その他の農業の職業,,469,その他の農業の職業
,,,469-99 その他の農業の職業,469-99,その他の農業の職業
,47 林業の職業,,,47,林業の職業
,,471 育林作業員,,471,育林作業員
,,,471-01 地ごしらえ・植林作業員,471-01,地ごしらえ・植林作業員
,,,471-02 下刈・枝打作業員,471-02,下刈・枝打作業員
,,,471-99 他に分類されない育林作業員,471-99,他に分類されない育林作業員
,,472 伐木・造材・集材作業員,,472,伐木・造材・集材作業員
,,,472-01 伐木・造材・集材作業員,472-01,伐木・造材・集材作業員
,,479 その他の林業の職業,,479,その他の林業の職業
,,,479-01 山菜・うるし等採取作業員,479-01,山菜・うるし等採取作業員
,,,479-02 山林監視員,479-02,山林監視員
,,,479-03 製炭・製薪作業員,479-03,製炭・製薪作業員
,,,479-99 他に分類されない林業の職業,479-99,他に分類されない林業の職業
,48 漁業の職業,,,48,漁業の職業
,,481 漁労作業員,,481,漁労作業員
,,,481-01 海面漁労作業員,481-01,海面漁労作業員
,,,481-02 漁船甲板員,481-02,漁船甲板員
,,,481-03 内水面漁労作業員,481-03,内水面漁労作業員
,,482 漁労船の船長・航海士・機関長・機関士,,482,漁労船の船長・航海士・機関長・機関士
,,,482-01 漁労船の船長・航海士・機関長・機関士,482-01,漁労船の船長・航海士・機関長・機関士
,,483 海藻・貝類採取作業員,,483,海藻・貝類採取作業員
,,,483-01 海藻・貝類採取作業員,483-01,海藻・貝類採取作業員
,,484 水産養殖作業員,,484,水産養殖作業員
,,,484-01 魚類養殖作業員,484-01,魚類養殖作業員
,,,484-02 貝類養殖作業員,484-02,貝類養殖作業員
,,,484-03 真珠養殖作業員,484-03,真珠養殖作業員
,,,484-04 のり・わかめ等養殖作業員,484-04,のり・わかめ等養殖作業員
,,,484-99 他に分類されない水産養殖作業員,484-99,他に分類されない水産養殖作業員
,,489 その他の漁業の職業,,489,その他の漁業の職業
,,,489-99 その他の漁業の職業,489-99,その他の漁業の職業
大分類,中分類,小分類,細分類,職業コード,職業
H 生産工程の職業
,49 生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断）,,,49,生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断）
,,491 製銑・製鋼・非鉄金属製錬設備制御・監視員,,491,製銑・製鋼・非鉄金属製錬設備制御・監視員
,,,491-01 製銑・製鋼設備制御・監視員,491-01,製銑・製鋼設備制御・監視員
,,,491-02 非鉄金属製錬設備制御・監視員,491-02,非鉄金属製錬設備制御・監視員
,,492 鋳造・鍛造設備制御・監視員,,492,鋳造・鍛造設備制御・監視員
,,,492-01 鋳造設備制御・監視員,492-01,鋳造設備制御・監視員
,,,492-02 鍛造設備制御・監視員,492-02,鍛造設備制御・監視員
,,493 金属工作設備制御・監視員,,493,金属工作設備制御・監視員
,,,493-01 金属工作設備制御・監視員,493-01,金属工作設備制御・監視員
,,494 金属プレス設備制御・監視員,,494,金属プレス設備制御・監視員
,,,494-01 金属プレス設備制御・監視員,494-01,金属プレス設備制御・監視員
,,495 鉄工・製缶設備制御・監視員,,495,鉄工・製缶設備制御・監視員
,,,495-01 鉄工・製缶設備制御・監視員,495-01,鉄工・製缶設備制御・監視員
,,496 板金設備制御・監視員,,496,板金設備制御・監視員
,,,496-01 板金設備制御・監視員,496-01,板金設備制御・監視員
,,497 めっき・金属研磨設備制御・監視員,,497,めっき・金属研磨設備制御・監視員
,,,497-01 めっき設備制御・監視員,497-01,めっき設備制御・監視員
,,,497-02 金属研磨設備制御・監視員,497-02,金属研磨設備制御・監視員
,,498 金属溶接・溶断設備制御・監視員,,498,金属溶接・溶断設備制御・監視員
,,,498-01 金属溶接・溶断設備制御・監視員,498-01,金属溶接・溶断設備制御・監視員
,,499 その他の生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断）,,499,その他の生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断）
,,,499-01 金属熱処理設備制御・監視員,499-01,金属熱処理設備制御・監視員
,,,499-02 圧延設備制御・監視員,499-02,圧延設備制御・監視員
,,,499-03 伸線設備制御・監視員,499-03,伸線設備制御・監視員
,,,499-04 金属切断設備制御・監視員（刃物によるもの）,499-04,金属切断設備制御・監視員（刃物によるもの）
,,,499-99 他に分類されない生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断）,499-99,他に分類されない生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断）
,50 生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断を除く）,,,50,生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断を除く）
,,501 化学製品生産設備制御・監視員,,501,化学製品生産設備制御・監視員
,,,501-01 石油精製設備制御・監視員,501-01,石油精製設備制御・監視員
,,,501-02 基礎的化学製品製造設備制御・監視員,501-02,基礎的化学製品製造設備制御・監視員
,,,501-03 化学繊維製造設備制御・監視員,501-03,化学繊維製造設備制御・監視員
,,,501-04 医薬品・化粧品製造設備制御・監視員,501-04,医薬品・化粧品製造設備制御・監視員
,,,501-99 他に分類されない化学製品生産設備制御・監視員,501-99,他に分類されない化学製品生産設備制御・監視員
,,502 窯業製品生産設備制御・監視員,,502,窯業製品生産設備制御・監視員
,,,502-01 ガラス製品製造設備制御・監視員,502-01,ガラス製品製造設備制御・監視員
,,,502-02 ファインセラミックス製品製造設備制御・監視員,502-02,ファインセラミックス製品製造設備制御・監視員
,,,502-03 セメント製造設備制御・監視員,502-03,セメント製造設備制御・監視員
,,,502-99 他に分類されない窯業製品生産設備制御・監視員,502-99,他に分類されない窯業製品生産設備制御・監視員
,,503 食料品生産設備制御・監視員,,503,食料品生産設備制御・監視員
,,,503-01 精穀・製粉・調味食品製造設備制御・監視員,503-01,精穀・製粉・調味食品製造設備制御・監視員
,,,503-02 めん類・パン・菓子製造設備制御・監視員,503-02,めん類・パン・菓子製造設備制御・監視員
,,,503-03 乳・乳製品製造設備制御・監視員,503-03,乳・乳製品製造設備制御・監視員
,,,503-99 他に分類されない食料品生産設備制御・監視員,503-99,他に分類されない食料品生産設備制御・監視員
,,504 飲料・たばこ生産設備制御・監視員,,504,飲料・たばこ生産設備制御・監視員
,,,504-01 飲料・たばこ生産設備制御・監視員,504-01,飲料・たばこ生産設備制御・監視員
,,505 紡織・衣服・繊維製品生産設備制御・監視員,,505,紡織・衣服・繊維製品生産設備制御・監視員
,,,505-01 紡織・衣服・繊維製品生産設備制御・監視員,505-01,紡織・衣服・繊維製品生産設備制御・監視員
,,506 木製製品・パルプ・紙・紙製品生産設備制御・監視員,,506,木製製品・パルプ・紙・紙製品生産設備制御・監視員
,,,506-01 製材・合板製造設備制御・監視員,506-01,製材・合板製造設備制御・監視員
,,,506-02 パルプ製造・抄紙設備制御・監視員,506-02,パルプ製造・抄紙設備制御・監視員
,,,506-03 加工紙・紙製品製造設備制御・監視員,506-03,加工紙・紙製品製造設備制御・監視員
,,507 印刷・製本設備制御・監視員,,507,印刷・製本設備制御・監視員
,,,507-01 印刷・製本設備制御・監視員,507-01,印刷・製本設備制御・監視員
,,508 ゴム・プラスチック製品生産設備制御・監視員,,508,ゴム・プラスチック製品生産設備制御・監視員
,,,508-01 ゴム製品製造設備制御・監視員,508-01,ゴム製品製造設備制御・監視員
,,,508-02 プラスチック製品製造設備制御・監視員,508-02,プラスチック製品製造設備制御・監視員
,,509 その他の生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断を除く）,,509,その他の生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断を除く）
,,,509-99 その他の生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断を除く）,509-99,その他の生産設備制御・監視の職業（金属材料製造、金属加工、金属溶接・溶断を除く）
,51 生産設備制御・監視の職業（機械組立）,,,51,生産設備制御・監視の職業（機械組立）
,,511 一般機械器具組立設備制御・監視員,,511,一般機械器具組立設備制御・監視員
,,,511-01 一般機械器具組立設備制御・監視員,511-01,一般機械器具組立設備制御・監視員
,,512 電気機械器具組立設備制御・監視員,,512,電気機械器具組立設備制御・監視員
,,,512-01 電気機械器具組立設備制御・監視員,512-01,電気機械器具組立設備制御・監視員
,,513 自動車組立設備制御・監視員,,513,自動車組立設備制御・監視員
,,,513-01 自動車組立設備制御・監視員,513-01,自動車組立設備制御・監視員
,,514 輸送用機械器具組立設備制御・監視員（自動車を除く）,,514,輸送用機械器具組立設備制御・監視員（自動車を除く）
,,,514-01 輸送用機械器具組立設備制御・監視員（自動車を除く）,514-01,輸送用機械器具組立設備制御・監視員（自動車を除く）
,,515 計量計測機器・光学機械器具組立設備制御・監視員,,515,計量計測機器・光学機械器具組立設備制御・監視員
,,,515-01 計量計測機器・光学機械器具組立設備制御・監視員,515-01,計量計測機器・光学機械器具組立設備制御・監視員
,52 金属材料製造、金属加工、金属溶接・溶断の職業,,,52,金属材料製造、金属加工、金属溶接・溶断の職業
,,521 製銑工、製鋼工,,521,製銑工、製鋼工
,,,521-01 製銑工,521-01,製銑工
,,,521-02 製鋼工,521-02,製鋼工
,,,521-03 鋳物用鉄溶融工,521-03,鋳物用鉄溶融工
,,,521-99 他に分類されない製銑工、製鋼工,521-99,他に分類されない製銑工、製鋼工
,,522 非鉄金属製錬工,,522,非鉄金属製錬工
,,,522-01 非鉄金属溶融炉工,522-01,非鉄金属溶融炉工
,,,522-02 非鉄金属電解工,522-02,非鉄金属電解工
,,,522-03 半導体材料精錬工（多結晶シリコンなど）,522-03,半導体材料精錬工（多結晶シリコンなど）
,,,522-99 他に分類されない非鉄金属製錬工,522-99,他に分類されない非鉄金属製錬工
,,523 鋳物製造工,,523,鋳物製造工
,,,523-01 鋳物工,523-01,鋳物工
,,,523-02 鋳物仕上工,523-02,鋳物仕上工
,,524 鍛造工,,524,鍛造工
,,,524-01 鍛造加熱炉工,524-01,鍛造加熱炉工
,,,524-02 自由鍛造工,524-02,自由鍛造工
,,,524-03 型鍛造工,524-03,型鍛造工
,,,524-04 手かじ工,524-04,手かじ工
,,,524-99 他に分類されない鍛造工,524-99,他に分類されない鍛造工
,,525 金属熱処理工,,525,金属熱処理工
,,,525-01 金属熱処理工,525-01,金属熱処理工
,,526 圧延工,,526,圧延工
,,,526-01 圧延工,526-01,圧延工
,,527 汎用金属工作機械工,,527,汎用金属工作機械工
,,,527-01 旋盤工,527-01,旋盤工
,,,527-02 ボール盤工,527-02,ボール盤工
,,,527-03 フライス盤工,527-03,フライス盤工
,,,527-04 研削盤工、仕上機械工,527-04,研削盤工、仕上機械工
,,,527-99 他に分類されない汎用金属工作機械工,527-99,他に分類されない汎用金属工作機械工
,,528 数値制御金属工作機械工,,528,数値制御金属工作機械工
,,,528-01 NC旋盤工,528-01,NC旋盤工
,,,528-02 NCフライス盤工,528-02,NCフライス盤工
,,,528-03 マシニングセンタオペレーター,528-03,マシニングセンタオペレーター
,,,528-04 NC金属特殊加工機工,528-04,NC金属特殊加工機工
,,,528-99 他に分類されない数値制御金属工作機械工,528-99,他に分類されない数値制御金属工作機械工
,54 製品製造・加工処理の職業（金属材料製造、金属加工、金属溶接・溶断を除く）,,,54,製品製造・加工処理の職業（金属材料製造、金属加工、金属溶接・溶断を除く）
,,541 化学製品製造工,,541,化学製品製造工
,,,541-01 基礎的化学製品製造工,541-01,基礎的化学製品製造工
,,,541-02 化学繊維工,541-02,化学繊維工
,,,541-03 石けん・洗剤・油脂製品製造工,541-03,石けん・洗剤・油脂製品製造工
,,,541-04 医薬品製造工,541-04,医薬品製造工
,,,541-05 化粧品製造工,541-05,化粧品製造工
,,,541-06 感光剤材料製造工（フィルムを除く）,541-06,感光剤材料製造工（フィルムを除く）
,,,541-07 フィルム製造工,541-07,フィルム製造工
,,,541-08 塗料・絵具・インク製造工,541-08,塗料・絵具・インク製造工
,,,541-99 他に分類されない化学製品製造工,541-99,他に分類されない化学製品製造工
,,542 窯業・土石製品製造工,,542,窯業・土石製品製造工
,,,542-01 ガラス製品製造工,542-01,ガラス製品製造工
,,,542-02 れんが・かわら類製造工,542-02,れんが・かわら類製造工
,,,542-03 陶磁器製造工,542-03,陶磁器製造工
,,,542-04 ファインセラミックス製品製造工,542-04,ファインセラミックス製品製造工
,,,542-05 セメント製造工,542-05,セメント製造工
,,,542-06 コンクリート製品製造工（生コンクリートを除く）,542-06,コンクリート製品製造工（生コンクリートを除く）
,,,542-07 生コンクリート製造工,542-07,生コンクリート製造工
,,,542-08 研磨用材製造工,542-08,研磨用材製造工
,,,542-09 土石製品製造工,542-09,土石製品製造工
,,,542-99 他に分類されない窯業・土石製品製造工,542-99,他に分類されない窯業・土石製品製造工
,,543 精穀・製粉・調味食品製造工,,543,精穀・製粉・調味食品製造工
,,,543-01 精穀工,543-01,精穀工
,,,543-02 製粉工,543-02,製粉工
,,,543-03 味そ・しょう油製造工,543-03,味そ・しょう油製造工
,,,543-99 他に分類されない精穀・製粉・調味食品製造工,543-99,他に分類されない精穀・製粉・調味食品製造工
,,544 めん類製造工,,544,めん類製造工
,,,544-01 製めん工,544-01,製めん工
,,,544-02 即席めん類製造工,544-02,即席めん類製造工
,,,544-99 他に分類されないめん類製造工,544-99,他に分類されないめん類製造工
,,545 パン・菓子製造工,,545,パン・菓子製造工
,,,545-01 パン・焼菓子製造工,545-01,パン・焼菓子製造工
,,,545-02 洋生菓子製造工,545-02,洋生菓子製造工
,,,545-03 和生菓子製造工,545-03,和生菓子製造工
,,,545-04 和干菓子製造工,545-04,和干菓子製造工
,,,545-05 スナック菓子・キャンデー・チョコレート製造工,545-05,スナック菓子・キャンデー・チョコレート製造工
,,,545-99 他に分類されないパン・菓子製造工,545-99,他に分類されないパン・菓子製造工
,,546 豆腐・こんにゃく・ふ製造工,,546,豆腐・こんにゃく・ふ製造工
,,,546-01 豆腐・油揚等製造工,546-01,豆腐・油揚等製造工
,,,546-02 こんにゃく製造工,546-02,こんにゃく製造工
,,,546-03 ふ製造工,546-03,ふ製造工
,,547 かん詰・びん詰・レトルト食品製造工,,547,かん詰・びん詰・レトルト食品製造工
,,,547-01 かん詰食品製造工,547-01,かん詰食品製造工
,,,547-02 びん詰食品製造工,547-02,びん詰食品製造工
,,,547-03 レトルト食品製造工,547-03,レトルト食品製造工
,,548 乳・乳製品製造工,,548,乳・乳製品製造工
,,,548-01 飲用乳製造工,548-01,飲用乳製造工
,,,548-02 乳酸発酵製品製造工,548-02,乳酸発酵製品製造工
,,,548-03 アイスクリーム製造工,548-03,アイスクリーム製造工
,,,548-99 他に分類されない乳・乳製品製造工,548-99,他に分類されない乳・乳製品製造工
,57 機械組立の職業,,,57,機械組立の職業
,,571 一般機械器具組立工,,571,一般機械器具組立工
,,,571-01 原動機組立工,571-01,原動機組立工
,,,571-02 金属加工機械組立工,571-02,金属加工機械組立工
,,,571-03 農業用機械組立工,571-03,農業用機械組立工
,,,571-04 建設機械組立工,571-04,建設機械組立工
,,,571-05 印刷・製本機械組立工,571-05,印刷・製本機械組立工
,,,571-06 半導体・液晶パネル製造装置組立工,571-06,半導体・液晶パネル製造装置組立工
,,,571-07 業務用冷凍・冷蔵・空調機器組立工,571-07,業務用冷凍・冷蔵・空調機器組立工
,,,571-08 サービス用・娯楽機械組立工,571-08,サービス用・娯楽機械組立工
,,,571-09 機械部品組立工,571-09,機械部品組立工
,,,571-99 他に分類されない一般機械器具組立工,571-99,他に分類されない一般機械器具組立工
,,572 電気機械組立工,,572,電気機械組立工
,,,572-01 発電機・電動機組立工,572-01,発電機・電動機組立工
,,,572-02 配電盤・制御盤・開閉制御機器組立工,572-02,配電盤・制御盤・開閉制御機器組立工
,,,572-03 電気機械部品組立工,572-03,電気機械部品組立工
,,,572-99 他に分類されない電気機械組立工,572-99,他に分類されない電気機械組立工
,,573 電気通信機械器具組立工,,573,電気通信機械器具組立工
,,,573-01 無線・有線通信機器組立工,573-01,無線・有線通信機器組立工
,,,573-02 テレビ・ラジオ組立工,573-02,テレビ・ラジオ組立工
,,,573-99 他に分類されない電気通信機械器具組立工,573-99,他に分類されない電気通信機械器具組立工
,,574 電子応用機械器具組立工,,574,電子応用機械器具組立工
,,,574-01 電子計算機組立工,574-01,電子計算機組立工
,,,574-02 電子複写機組立工,574-02,電子複写機組立工
,,,574-99 他に分類されない電子応用機械器具組立工,574-99,他に分類されない電子応用機械器具組立工
,,575 民生用電子・電気機械器具組立工,,575,民生用電子・電気機械器具組立工
,,,575-01 民生用電子・電気機械器具組立工,575-01,民生用電子・電気機械器具組立工
,,576 半導体製品製造工,,576,半導体製品製造工
,,,576-01 半導体チップ製造工,576-01,半導体チップ製造工
,,,576-02 半導体組立工,576-02,半導体組立工
,,,576-99 他に分類されない半導体製品製造工,576-99,他に分類されない半導体製品製造工
,,577 電球・電子管組立工,,577,電球・電子管組立工
,,,577-01 電球・電子管組立工,577-01,電球・電子管組立工
,,578 乾電池・蓄電池製造工,,578,乾電池・蓄電池製造工
,,,578-01 乾電池・蓄電池製造工,578-01,乾電池・蓄電池製造工
,60 機械整備・修理の職業,,,60,機械整備・修理の職業
,,601 一般機械器具修理工,,601,一般機械器具修理工
,,,601-01 原動機修理工,601-01,原動機修理工
,,,601-02 金属加工機械修理工,601-02,金属加工機械修理工
,,,601-03 産業用機械修理工,601-03,産業用機械修理工
,,,601-04 生産設備保全工,601-04,生産設備保全工
,,,601-99 他に分類されない一般機械器具修理工,601-99,他に分類されない一般機械器具修理工
,,602 電気機械器具修理工,,602,電気機械器具修理工
,,,602-01 電気機械修理工,602-01,電気機械修理工
,,,602-02 電気通信機械器具修理工,602-02,電気通信機械器具修理工
,,,602-03 電子応用機械器具修理工,602-03,電子応用機械器具修理工
,,,602-04 民生用電子・電気機械器具修理工,602-04,民生用電子・電気機械器具修理工
,,,602-99 他に分類されない電気機械器具修理工,602-99,他に分類されない電気機械器具修理工
,,603 自動車整備工,,603,自動車整備工
,,,603-01 自動車整備工,603-01,自動車整備工
,,604 輸送用機械器具整備・修理工（自動車を除く）,,604,輸送用機械器具整備・修理工（自動車を除く）
,,,604-01 鉄道車両修理工,604-01,鉄道車両修理工
,,,604-02 船舶修理工,604-02,船舶修理工
,,,604-03 航空機整備工,604-03,航空機整備工
,,,604-04 自転車修理工,604-04,自転車修理工
,,,604-99 他に分類されない輸送用機械器具整備・修理工（自動車を除く）,604-99,他に分類されない輸送用機械器具整備・修理工（自動車を除く）
,,605 計量計測機器・光学機械器具修理工,,605,計量計測機器・光学機械器具修理工
,,,605-01 計量計測機器修理工,605-01,計量計測機器修理工
,,,605-02 光学機械器具修理工,605-02,光学機械器具修理工
,,,605-03 時計修理工,605-03,時計修理工
,61 製品検査の職業（金属材料製造、金属加工、金属溶接・溶断）,,,61,製品検査の職業（金属材料製造、金属加工、金属溶接・溶断）
,,611 金属材料検査工,,611,金属材料検査工
,,,611-01 金属材料検査工,611-01,金属材料検査工
,,612 金属加工・溶接検査工,,612,金属加工・溶接検査工
,,,612-01 金属加工検査工,612-01,金属加工検査工
,,,612-02 金属溶接検査工,612-02,金属溶接検査工
,,,612-03 非破壊検査工（金属）,612-03,非破壊検査工（金属）
,62 製品検査の職業（金属材料製造、金属加工、金属溶接・溶断を除く）,,,62,製品検査の職業（金属材料製造、金属加工、金属溶接・溶断を除く）
,,621 化学製品検査工,,621,化学製品検査工
,,,621-01 化学製品検査工,621-01,化学製品検査工
